ID,Genero,Edad,Nivel_Educativo,Cargo,Pais,Experiencia,Salario
1666,F,28,Doctorado,Gerente,MX,1,69265
1667,F,53,Licenciatura,Analista,ES,2,104918
1668,F,30,Maestría,Director,ES,40,92135
1669,M,21,Preparatoria,Gerente,FR,4,97553
1670,M,22,Preparatoria,Gerente,ES,1,107511
1671,F,42,Maestría,Supervisor,MX,18,33653
1672,M,40,Doctorado,Director,ES,1,109839
1673,F,50,Doctorado,Director,BR,20,36011
1674,F,49,Secundaria,Supervisor,FR,29,62167
1675,F,54,Licenciatura,Supervisor,DE,25,70453
1676,F,37,Maestría,Supervisor,MX,37,84226
1677,M,55,Maestría,Especialista,FR,11,107059
1678,F,48,Secundaria,Supervisor,BR,7,96524
1679,M,28,Maestría,Asistente,MX,4,91523
1680,M,54,Licenciatura,Especialista,MX,24,85015
1681,F,31,Preparatoria,Director,MX,14,29692
1682,F,57,Preparatoria,Gerente,US,13,116131
1683,M,58,Licenciatura,Especialista,DE,28,110830
1684,F,49,Preparatoria,Gerente,MX,24,82855
1685,F,60,Doctorado,Supervisor,US,5,37014
1686,F,60,Maestría,Supervisor,ES,18,71784
1687,M,56,Licenciatura,Asistente,FR,27,48467
1688,M,47,Doctorado,Supervisor,DE,2,55838
1689,M,53,Secundaria,Asistente,MX,20,96299
1690,F,60,Doctorado,Asistente,US,3,77645
1691,F,60,Secundaria,Supervisor,MX,8,83665
1692,F,54,Secundaria,Asistente,US,20,76183
1693,F,39,Doctorado,Asistente,DE,10,87600
1694,M,42,Secundaria,Gerente,ES,17,50688
1695,M,50,Doctorado,Supervisor,BR,30,95683
1696,F,54,Maestría,Analista,MX,14,111078
1697,M,34,Maestría,Asistente,DE,8,49479
1698,M,25,Secundaria,Especialista,US,2,28436
1699,M,48,Maestría,Supervisor,ES,31,105685
1700,M,39,Doctorado,Asistente,DE,12,84245
1701,F,43,Licenciatura,Asistente,DE,1,61031
1702,F,46,Licenciatura,Especialista,US,8,74866
1703,F,36,Licenciatura,Especialista,DE,6,35222
1704,M,29,Doctorado,Gerente,DE,16,105481
1705,M,39,Secundaria,Especialista,US,30,33320
1706,F,20,Doctorado,Analista,ES,38,119294
1707,F,20,Secundaria,Gerente,MX,36,107289
1708,M,53,Secundaria,Director,BR,18,111991
1709,F,28,Maestría,Analista,DE,18,85477
1710,F,42,Preparatoria,Gerente,ES,2,89867
1711,F,38,Preparatoria,Analista,US,37,105010
1712,F,50,Maestría,Director,ES,31,94756
1713,F,54,Secundaria,Asistente,US,5,89549
1714,F,20,Secundaria,Supervisor,FR,10,75393
1715,M,51,Maestría,Gerente,ES,14,96037
1716,F,50,Licenciatura,Analista,BR,5,44649
1717,F,39,Licenciatura,Analista,US,26,106741
1718,M,20,Doctorado,Director,US,25,100313
1719,F,47,Maestría,Director,ES,2,82208
1720,F,38,Maestría,Gerente,US,3,91296
1721,M,58,Doctorado,Director,US,32,90172
1722,F,34,Licenciatura,Supervisor,ES,28,119180
1723,F,20,Licenciatura,Gerente,ES,30,45173
1724,M,55,Preparatoria,Asistente,DE,27,41972
1725,M,43,Preparatoria,Supervisor,BR,12,66958
1726,F,32,Preparatoria,Gerente,ES,1,92648
1727,M,46,Secundaria,Gerente,MX,37,100602
1728,F,55,Doctorado,Gerente,BR,3,50710
1729,M,47,Licenciatura,Analista,ES,5,89737
1730,M,45,Secundaria,Especialista,FR,18,30004
1731,M,35,Maestría,Gerente,ES,19,109319
1732,M,30,Doctorado,Analista,ES,31,94748
1733,M,44,Secundaria,Especialista,DE,13,66714
1734,M,44,Secundaria,Especialista,FR,18,114333
1735,F,34,Maestría,Gerente,BR,2,93732
1736,F,36,Secundaria,Supervisor,DE,18,25085
1737,F,25,Secundaria,Especialista,DE,13,77244
1738,M,47,Preparatoria,Analista,US,16,109351
1739,F,60,Maestría,Especialista,MX,29,49410
1740,M,35,Maestría,Supervisor,FR,1,114435
1741,F,53,Maestría,Director,BR,3,106946
1742,F,59,Doctorado,Analista,US,37,56127
1743,M,37,Maestría,Especialista,FR,28,73323
1744,M,38,Licenciatura,Analista,FR,36,31798
1745,M,54,Doctorado,Especialista,US,32,116160
1746,F,37,Doctorado,Asistente,DE,15,60301
1747,F,46,Licenciatura,Analista,BR,4,28918
1748,F,32,Maestría,Supervisor,ES,19,111975
1749,F,24,Licenciatura,Asistente,DE,24,72232
1750,M,31,Secundaria,Gerente,DE,6,76138
1751,F,28,Preparatoria,Analista,ES,39,74930
1752,F,38,Preparatoria,Gerente,US,24,106204
1753,F,27,Secundaria,Director,ES,30,68499
1754,F,60,Preparatoria,Gerente,DE,31,114864
1755,F,49,Secundaria,Analista,FR,35,84852
1756,M,59,Secundaria,Gerente,FR,11,99605
1757,M,48,Preparatoria,Analista,DE,24,30022
1758,F,37,Secundaria,Analista,ES,24,29015
1759,F,59,Preparatoria,Asistente,MX,36,113212
1760,M,51,Maestría,Supervisor,FR,35,41361
1761,F,32,Preparatoria,Gerente,US,10,47009
1762,F,40,Preparatoria,Gerente,ES,21,61647
1763,M,21,Maestría,Supervisor,US,23,96010
1764,F,29,Doctorado,Especialista,BR,27,48056
1765,F,23,Preparatoria,Gerente,ES,12,69909
1766,F,54,Secundaria,Especialista,MX,38,74090
1767,F,21,Licenciatura,Asistente,MX,26,60169
1768,F,31,Maestría,Especialista,FR,24,57926
1769,F,26,Preparatoria,Director,DE,30,48927
1770,M,38,Maestría,Supervisor,DE,23,93627
1771,F,37,Maestría,Supervisor,US,19,76534
1772,F,28,Secundaria,Especialista,BR,10,85383
1773,F,48,Secundaria,Director,US,32,102803
1774,M,20,Preparatoria,Supervisor,BR,35,76651
1775,F,34,Preparatoria,Especialista,FR,27,50704
1776,M,25,Maestría,Especialista,ES,24,43396
1777,F,29,Maestría,Analista,ES,28,71271
1778,M,20,Maestría,Director,FR,6,105135
1779,F,51,Secundaria,Analista,BR,39,63556
1780,F,33,Maestría,Gerente,DE,17,49338
1781,F,41,Doctorado,Analista,FR,9,108663
1782,F,46,Preparatoria,Especialista,MX,22,57325
1783,M,39,Preparatoria,Analista,ES,23,108092
1784,M,51,Licenciatura,Asistente,DE,30,42445
1785,F,43,Doctorado,Gerente,MX,29,114591
1786,F,49,Maestría,Asistente,DE,35,94822
1787,M,22,Secundaria,Gerente,ES,11,100504
1788,M,41,Licenciatura,Analista,MX,3,60291
1789,M,25,Secundaria,Supervisor,US,22,76299
1790,M,29,Secundaria,Supervisor,BR,33,54123
1791,M,23,Maestría,Especialista,BR,10,50502
1792,M,37,Maestría,Supervisor,ES,39,96589
1793,M,45,Maestría,Asistente,ES,22,100051
1794,M,24,Doctorado,Especialista,DE,35,38513
1795,M,54,Doctorado,Director,MX,11,69588
1796,F,50,Doctorado,Asistente,US,37,78071
1797,F,31,Licenciatura,Asistente,ES,9,46551
1798,F,32,Secundaria,Director,ES,14,59174
1799,M,36,Maestría,Especialista,US,26,35434
1800,M,44,Maestría,Gerente,BR,6,114714
1801,M,20,Maestría,Supervisor,FR,27,114198
1802,M,27,Doctorado,Gerente,US,8,67975
1803,F,35,Doctorado,Director,MX,33,49458
1804,F,44,Doctorado,Analista,BR,35,94866
1805,F,48,Maestría,Asistente,FR,3,69287
1806,M,35,Preparatoria,Supervisor,BR,34,119689
1807,F,22,Secundaria,Gerente,FR,7,88347
1808,F,32,Doctorado,Especialista,FR,37,48317
1809,F,49,Secundaria,Gerente,DE,1,70003
1810,M,26,Maestría,Supervisor,BR,17,75997
1811,M,53,Doctorado,Asistente,DE,36,46978
1812,M,33,Licenciatura,Analista,BR,11,100424
1813,M,50,Doctorado,Gerente,BR,15,47525
1814,M,44,Secundaria,Supervisor,US,22,77907
1815,F,39,Licenciatura,Gerente,ES,32,102217
1816,M,40,Maestría,Especialista,DE,8,54052
1817,M,30,Maestría,Asistente,ES,21,116042
1818,F,60,Secundaria,Asistente,FR,24,54133
1819,F,22,Maestría,Analista,ES,36,70000
1820,M,55,Doctorado,Especialista,BR,26,94434
1821,F,53,Licenciatura,Supervisor,DE,34,104683
1822,M,27,Maestría,Supervisor,BR,26,114972
1823,M,36,Maestría,Director,ES,15,73503
1824,F,50,Secundaria,Especialista,MX,37,38398
1825,M,60,Preparatoria,Especialista,US,23,54301
1826,F,39,Licenciatura,Supervisor,FR,27,91123
1827,F,32,Preparatoria,Supervisor,MX,7,38921
1828,F,43,Maestría,Gerente,BR,15,98391
1829,F,23,Licenciatura,Analista,BR,30,118141
1830,M,33,Maestría,Director,ES,10,76277
1831,F,27,Preparatoria,Especialista,FR,13,73395
1832,F,35,Doctorado,Supervisor,BR,1,72946
1833,M,60,Preparatoria,Gerente,FR,33,28363
1834,M,47,Doctorado,Director,MX,7,109649
1835,F,40,Licenciatura,Analista,US,32,89177
1836,M,20,Doctorado,Analista,FR,10,93017
1837,F,30,Maestría,Analista,US,5,59452
1838,F,37,Preparatoria,Director,ES,20,75630
1839,M,57,Licenciatura,Asistente,FR,16,98227
1840,M,27,Maestría,Director,DE,26,67516
1841,F,45,Maestría,Analista,FR,20,27048
1842,F,35,Licenciatura,Gerente,US,14,104938
1843,M,20,Maestría,Director,FR,35,67000
1844,M,22,Preparatoria,Gerente,US,7,88932
1845,F,57,Doctorado,Asistente,US,13,114142
1846,F,50,Preparatoria,Analista,DE,2,62657
1847,F,58,Licenciatura,Analista,ES,2,59302
1848,M,29,Secundaria,Gerente,MX,2,54387
1849,F,43,Maestría,Asistente,MX,19,25996
1850,M,25,Preparatoria,Analista,ES,8,50448
1851,M,35,Preparatoria,Director,US,14,65189
1852,M,30,Preparatoria,Gerente,ES,12,107329
1853,F,51,Preparatoria,Asistente,BR,5,106681
1854,F,25,Doctorado,Gerente,BR,5,40725
1855,M,59,Maestría,Especialista,US,17,113529
1856,M,41,Secundaria,Analista,BR,29,92149
1857,F,60,Maestría,Gerente,MX,8,100623
1858,F,23,Maestría,Director,DE,28,34766
1859,M,23,Licenciatura,Analista,US,23,39836
1860,F,42,Preparatoria,Asistente,US,26,88074
1861,F,29,Preparatoria,Asistente,US,1,103512
1862,F,54,Doctorado,Analista,ES,39,88471
1863,F,26,Secundaria,Asistente,ES,20,46602
1864,M,28,Secundaria,Supervisor,MX,22,31145
1865,F,51,Licenciatura,Analista,US,25,51102
1866,F,34,Licenciatura,Analista,US,24,93359
1867,M,40,Licenciatura,Director,US,14,117364
1868,M,55,Preparatoria,Analista,BR,20,68727
1869,M,42,Preparatoria,Director,MX,28,101280
1870,F,48,Doctorado,Analista,DE,40,55935
1871,F,32,Secundaria,Director,US,38,60275
1872,M,21,Secundaria,Director,US,31,29940
1873,F,44,Licenciatura,Supervisor,DE,40,36273
1874,F,42,Maestría,Asistente,FR,38,72739
1875,M,28,Secundaria,Gerente,ES,3,52549
1876,F,36,Doctorado,Director,MX,32,76711
1877,F,22,Preparatoria,Supervisor,BR,3,65315
1878,M,51,Secundaria,Especialista,US,32,36561
1879,M,48,Doctorado,Director,ES,21,67630
1880,M,55,Preparatoria,Gerente,MX,23,63489
1881,F,38,Maestría,Especialista,BR,2,84464
1882,M,54,Licenciatura,Especialista,FR,17,39093
1883,F,51,Licenciatura,Analista,DE,31,67830
1884,F,32,Licenciatura,Director,BR,25,67960
1885,F,56,Secundaria,Supervisor,DE,35,51515
1886,F,31,Doctorado,Especialista,US,7,39053
1887,M,54,Licenciatura,Asistente,BR,28,53389
1888,M,42,Preparatoria,Analista,DE,38,47742
1889,M,40,Doctorado,Asistente,BR,40,72986
1890,F,49,Doctorado,Gerente,BR,23,106183
1891,F,37,Secundaria,Analista,DE,32,53110
1892,M,58,Secundaria,Asistente,US,2,79982
1893,M,55,Maestría,Supervisor,MX,25,87371
1894,M,30,Maestría,Supervisor,BR,3,93750
1895,M,24,Secundaria,Asistente,US,32,37763
1896,M,53,Secundaria,Analista,ES,6,56214
1897,M,29,Doctorado,Director,US,31,80869
1898,F,48,Doctorado,Gerente,BR,17,83632
1899,F,38,Secundaria,Gerente,ES,35,66591
1900,M,36,Doctorado,Especialista,ES,6,31002
1901,M,54,Secundaria,Supervisor,DE,6,27104
1902,F,43,Doctorado,Analista,DE,16,106365
1903,M,49,Secundaria,Especialista,BR,7,59832
1904,F,20,Preparatoria,Analista,FR,30,44619
1905,M,60,Secundaria,Especialista,BR,25,116373
1906,F,52,Preparatoria,Gerente,FR,22,109320
1907,M,44,Licenciatura,Gerente,MX,16,39300
1908,F,31,Preparatoria,Especialista,ES,39,62156
1909,F,21,Licenciatura,Especialista,BR,31,36421
1910,M,59,Maestría,Gerente,DE,3,29612
1911,F,43,Doctorado,Especialista,DE,21,71381
1912,F,59,Maestría,Gerente,FR,20,48242
1913,M,35,Secundaria,Asistente,MX,36,84851
1914,F,40,Preparatoria,Asistente,US,29,75191
1915,F,24,Licenciatura,Especialista,FR,14,105703
1916,M,54,Licenciatura,Asistente,US,40,94364
1917,M,44,Preparatoria,Especialista,US,27,40992
1918,M,32,Secundaria,Asistente,ES,7,116236
1919,M,53,Preparatoria,Director,ES,1,102559
1920,F,51,Maestría,Supervisor,ES,9,93645
1921,F,55,Maestría,Gerente,FR,38,86982
1922,M,29,Secundaria,Director,MX,2,98595
1923,M,59,Preparatoria,Director,FR,33,32882
1924,M,38,Maestría,Director,FR,29,104307
1925,F,40,Licenciatura,Asistente,BR,5,42253
1926,M,46,Licenciatura,Supervisor,MX,33,87654
1927,F,40,Doctorado,Analista,DE,12,25881
1928,F,27,Preparatoria,Especialista,US,30,60609
1929,M,26,Secundaria,Especialista,US,18,72315
1930,M,53,Licenciatura,Supervisor,BR,37,42009
1931,F,24,Licenciatura,Gerente,US,25,55803
1932,F,22,Maestría,Gerente,MX,35,92404
1933,F,28,Licenciatura,Asistente,US,4,94046
1934,F,31,Preparatoria,Asistente,ES,17,98112
1935,F,22,Preparatoria,Analista,BR,38,70654
1936,F,32,Doctorado,Gerente,MX,8,77716
1937,M,26,Maestría,Asistente,ES,34,46337
1938,M,51,Preparatoria,Especialista,BR,32,42937
1939,F,32,Preparatoria,Supervisor,DE,12,68370
1940,M,26,Maestría,Analista,US,29,98060
1941,M,22,Maestría,Analista,BR,19,81118
1942,F,56,Maestría,Gerente,US,11,79536
1943,M,44,Maestría,Director,ES,3,32650
1944,M,51,Doctorado,Asistente,ES,19,67526
1945,M,53,Licenciatura,Analista,BR,39,101489
1946,M,59,Secundaria,Supervisor,DE,22,91380
1947,F,57,Maestría,Analista,BR,28,79462
1948,F,36,Preparatoria,Supervisor,MX,8,83953
1949,F,23,Secundaria,Director,ES,10,95636
1950,F,43,Doctorado,Gerente,BR,5,82960
1951,M,34,Secundaria,Director,US,13,61639
1952,M,58,Secundaria,Gerente,US,31,64144
1953,F,24,Licenciatura,Analista,BR,32,46966
1954,F,20,Licenciatura,Director,DE,16,43116
1955,M,33,Maestría,Asistente,FR,1,89580
1956,F,51,Preparatoria,Director,MX,25,117550
1957,M,25,Maestría,Director,BR,12,69287
1958,M,49,Secundaria,Analista,MX,25,91874
1959,M,60,Maestría,Analista,ES,3,69208
1960,F,23,Secundaria,Gerente,DE,20,112728
1961,M,43,Preparatoria,Especialista,DE,12,61649
1962,M,55,Doctorado,Supervisor,MX,15,95955
1963,M,46,Secundaria,Director,DE,22,107860
1964,M,43,Doctorado,Supervisor,BR,38,69503
1965,M,23,Licenciatura,Director,MX,32,102112
1966,M,59,Maestría,Supervisor,US,15,80307
1967,F,37,Maestría,Especialista,ES,29,72672
1968,M,53,Doctorado,Gerente,US,8,66592
1969,M,22,Licenciatura,Analista,FR,7,118411
1970,M,24,Licenciatura,Asistente,FR,11,105432
1971,F,39,Licenciatura,Supervisor,BR,9,62753
1972,F,24,Secundaria,Analista,DE,9,48301
1973,M,33,Licenciatura,Director,BR,39,90802
1974,M,53,Doctorado,Director,MX,37,41894
1975,M,26,Doctorado,Supervisor,BR,2,64916
1976,M,26,Preparatoria,Supervisor,DE,29,105528
1977,F,34,Maestría,Asistente,DE,32,40552
1978,M,54,Maestría,Especialista,BR,24,35876
1979,F,44,Preparatoria,Gerente,BR,28,115856
1980,F,32,Doctorado,Supervisor,MX,2,81112
1981,M,32,Doctorado,Director,ES,34,68554
1982,F,53,Doctorado,Asistente,BR,24,28328
1983,M,35,Maestría,Asistente,ES,35,42842
1984,M,56,Licenciatura,Director,DE,7,25820
1985,F,60,Maestría,Director,DE,27,30164
1986,F,31,Preparatoria,Analista,MX,31,30619
1987,F,55,Licenciatura,Especialista,FR,3,45439
1988,M,55,Secundaria,Supervisor,BR,18,65218
1989,M,46,Secundaria,Asistente,FR,28,73824
1990,F,26,Doctorado,Supervisor,ES,36,108776
1991,F,60,Licenciatura,Director,BR,28,55090
1992,M,56,Maestría,Especialista,DE,5,101851
1993,F,42,Preparatoria,Analista,ES,5,109848
1994,F,49,Doctorado,Asistente,FR,6,55420
1995,F,47,Doctorado,Especialista,ES,17,34535
1996,F,26,Licenciatura,Analista,MX,23,55988
1997,F,30,Preparatoria,Especialista,US,31,42187
1998,M,31,Secundaria,Gerente,BR,26,109233
1999,F,55,Doctorado,Especialista,FR,33,40169
2000,F,45,Doctorado,Asistente,BR,16,67726
2001,M,52,Licenciatura,Analista,DE,9,66599
2002,F,41,Doctorado,Gerente,MX,8,34075
2003,M,30,Licenciatura,Analista,US,2,52308
2004,M,54,Preparatoria,Director,MX,11,25730
2005,F,58,Secundaria,Supervisor,ES,6,67464
2006,M,48,Secundaria,Gerente,DE,37,69555
2007,F,42,Doctorado,Asistente,FR,12,87983
2008,M,40,Doctorado,Supervisor,ES,13,29428
2009,F,55,Licenciatura,Analista,US,29,93391
2010,F,40,Preparatoria,Gerente,FR,35,51750
2011,M,43,Licenciatura,Supervisor,FR,24,108023
2012,F,46,Maestría,Supervisor,DE,36,107969
2013,M,60,Doctorado,Especialista,BR,17,80795
2014,F,47,Secundaria,Analista,BR,31,97816
2015,M,40,Secundaria,Director,MX,5,48874
2016,F,58,Licenciatura,Supervisor,BR,12,114390
2017,M,35,Licenciatura,Supervisor,ES,38,38155
2018,F,56,Doctorado,Especialista,MX,27,62212
2019,F,54,Licenciatura,Asistente,MX,8,64749
2020,M,33,Secundaria,Supervisor,BR,36,62272
2021,M,44,Secundaria,Analista,BR,3,93132
2022,M,55,Secundaria,Analista,ES,15,93785
2023,F,36,Maestría,Gerente,MX,13,105859
2024,F,43,Licenciatura,Especialista,FR,10,75209
2025,M,48,Doctorado,Analista,DE,20,75570
2026,M,48,Secundaria,Supervisor,ES,9,101865
2027,M,45,Maestría,Supervisor,ES,26,106259
2028,M,20,Licenciatura,Gerente,BR,1,118944
2029,F,22,Preparatoria,Supervisor,ES,24,89307
2030,M,38,Doctorado,Director,DE,4,43883
2031,F,58,Doctorado,Analista,ES,33,90481
2032,F,21,Doctorado,Director,MX,1,115486
2033,M,53,Doctorado,Director,FR,8,54109
2034,M,28,Preparatoria,Asistente,ES,34,80452
2035,M,39,Licenciatura,Supervisor,US,18,83851
2036,M,20,Licenciatura,Gerente,ES,38,108535
2037,F,39,Licenciatura,Especialista,ES,34,82811
2038,M,34,Doctorado,Especialista,BR,1,119288
2039,M,33,Preparatoria,Supervisor,MX,20,63360
2040,F,40,Maestría,Analista,BR,9,109298
2041,M,21,Doctorado,Director,ES,21,79169
2042,F,37,Preparatoria,Supervisor,ES,16,44622
2043,F,55,Secundaria,Analista,DE,31,25834
2044,F,52,Licenciatura,Asistente,MX,14,42004
2045,F,55,Doctorado,Gerente,FR,13,73010
2046,F,56,Doctorado,Supervisor,MX,31,92543
2047,F,56,Preparatoria,Gerente,ES,31,117233
2048,F,29,Licenciatura,Especialista,DE,31,46981
2049,F,26,Maestría,Gerente,MX,14,73343
2050,F,22,Secundaria,Director,FR,7,62737
2051,F,49,Preparatoria,Asistente,DE,12,52413
2052,M,42,Maestría,Analista,BR,25,34121
2053,F,29,Maestría,Asistente,US,36,93921
2054,F,28,Secundaria,Supervisor,US,35,53631
2055,M,36,Secundaria,Analista,MX,5,47658
2056,F,43,Secundaria,Director,FR,10,117742
2057,F,57,Maestría,Supervisor,MX,9,96219
2058,F,35,Preparatoria,Supervisor,US,33,38875
2059,M,34,Maestría,Gerente,DE,10,42527
2060,M,36,Preparatoria,Analista,US,5,49959
2061,M,39,Maestría,Gerente,DE,31,33246
2062,M,25,Secundaria,Analista,BR,33,41553
2063,F,56,Licenciatura,Especialista,BR,5,51238
2064,F,45,Doctorado,Supervisor,ES,37,104505
2065,F,56,Maestría,Director,ES,11,43771
2066,M,33,Doctorado,Director,BR,16,109560
2067,M,24,Doctorado,Especialista,DE,27,25928
2068,F,40,Doctorado,Gerente,FR,24,107170
2069,M,50,Maestría,Analista,US,15,64959
2070,F,31,Licenciatura,Gerente,DE,17,106797
2071,M,51,Doctorado,Analista,FR,27,37137
2072,F,56,Maestría,Director,FR,4,32731
2073,F,26,Maestría,Supervisor,BR,28,74434
2074,F,58,Maestría,Analista,MX,3,26063
2075,F,39,Maestría,Director,MX,21,36776
2076,F,22,Maestría,Especialista,ES,26,93103
2077,F,56,Preparatoria,Supervisor,ES,2,57079
2078,M,44,Preparatoria,Supervisor,MX,13,79443
2079,F,25,Doctorado,Asistente,US,24,59392
2080,M,23,Preparatoria,Gerente,FR,26,89164
2081,M,41,Maestría,Especialista,DE,29,45991
2082,F,42,Maestría,Director,DE,39,51733
2083,M,47,Preparatoria,Gerente,MX,15,119050
2084,M,46,Doctorado,Analista,BR,9,97449
2085,M,27,Doctorado,Analista,FR,31,85710
2086,M,34,Secundaria,Supervisor,DE,40,70220
2087,M,58,Preparatoria,Director,MX,33,28175
2088,M,20,Maestría,Director,ES,27,94797
2089,F,60,Maestría,Gerente,DE,11,46634
2090,M,60,Secundaria,Gerente,DE,16,86821
2091,M,44,Preparatoria,Director,ES,39,77956
2092,M,23,Doctorado,Supervisor,BR,34,92984
2093,M,39,Licenciatura,Supervisor,BR,19,117558
2094,M,53,Secundaria,Supervisor,MX,32,36415
2095,M,22,Doctorado,Asistente,US,5,112183
2096,F,40,Maestría,Especialista,DE,28,84772
2097,F,54,Secundaria,Gerente,ES,39,48192
2098,M,56,Secundaria,Especialista,DE,2,48680
2099,F,29,Licenciatura,Supervisor,DE,27,70886
2100,F,40,Doctorado,Director,DE,5,87924
2101,M,52,Licenciatura,Especialista,MX,36,85851
2102,M,34,Secundaria,Asistente,BR,6,67054
2103,F,29,Doctorado,Supervisor,MX,10,59123
2104,M,23,Preparatoria,Analista,US,3,72603
2105,M,45,Secundaria,Asistente,FR,24,98667
2106,F,48,Licenciatura,Asistente,ES,18,107278
2107,F,58,Licenciatura,Gerente,ES,26,59816
2108,M,56,Licenciatura,Analista,FR,18,88417
2109,F,52,Licenciatura,Especialista,FR,30,42782
2110,M,25,Licenciatura,Especialista,FR,22,74664
2111,M,34,Maestría,Asistente,US,20,45284
2112,M,47,Secundaria,Asistente,DE,35,99870
2113,M,38,Preparatoria,Gerente,MX,39,29285
2114,M,45,Preparatoria,Director,ES,21,67655
2115,M,29,Doctorado,Especialista,FR,20,43670
2116,F,28,Maestría,Especialista,BR,31,106082
2117,F,41,Secundaria,Especialista,US,33,36827
2118,F,25,Licenciatura,Especialista,BR,32,91968
2119,F,50,Licenciatura,Especialista,ES,25,112789
2120,M,56,Preparatoria,Director,DE,38,84450
2121,F,23,Preparatoria,Analista,DE,36,75123
2122,F,55,Maestría,Gerente,US,39,111203
2123,F,45,Secundaria,Supervisor,ES,39,97587
2124,M,36,Secundaria,Gerente,FR,37,56600
2125,M,25,Doctorado,Supervisor,DE,9,38402
2126,F,45,Licenciatura,Director,MX,31,76445
2127,M,52,Secundaria,Analista,FR,22,31959
2128,M,47,Secundaria,Especialista,BR,6,97007
2129,M,28,Maestría,Supervisor,US,32,48809
2130,F,28,Maestría,Director,DE,22,119147
2131,F,50,Doctorado,Asistente,ES,35,82610
2132,F,55,Licenciatura,Especialista,ES,34,40850
2133,F,32,Doctorado,Analista,MX,40,109596
2134,M,51,Maestría,Supervisor,BR,5,86442
2135,M,45,Licenciatura,Gerente,US,17,48009
2136,M,56,Maestría,Especialista,MX,18,33299
2137,M,32,Maestría,Supervisor,BR,18,84921
2138,F,55,Doctorado,Especialista,DE,19,115109
2139,F,59,Preparatoria,Asistente,US,39,53189
2140,F,53,Preparatoria,Analista,ES,33,50994
2141,M,35,Doctorado,Analista,ES,15,83051
2142,M,35,Maestría,Gerente,BR,21,119004
2143,M,24,Maestría,Especialista,FR,21,53478
2144,M,37,Maestría,Gerente,DE,16,98988
2145,F,47,Preparatoria,Supervisor,ES,37,110904
2146,F,40,Licenciatura,Especialista,MX,13,101356
2147,M,56,Secundaria,Asistente,US,23,49398
2148,M,25,Doctorado,Gerente,US,20,28836
2149,F,27,Doctorado,Asistente,MX,13,67706
2150,M,46,Maestría,Supervisor,DE,22,48827
2151,M,47,Maestría,Gerente,ES,34,47615
2152,F,43,Preparatoria,Director,US,27,45341
2153,M,42,Maestría,Gerente,MX,18,100582
2154,M,32,Licenciatura,Gerente,FR,17,99301
2155,M,40,Doctorado,Especialista,ES,39,105584
2156,F,42,Secundaria,Asistente,DE,28,53062
2157,M,58,Maestría,Analista,DE,13,78993
2158,F,21,Licenciatura,Director,FR,40,47438
2159,M,39,Secundaria,Director,BR,9,38213
2160,M,30,Preparatoria,Analista,FR,19,80980
2161,F,42,Secundaria,Director,BR,13,67854
2162,F,59,Doctorado,Director,DE,24,111146
2163,F,48,Licenciatura,Asistente,FR,35,101700
2164,M,59,Doctorado,Analista,ES,36,34877
2165,M,29,Secundaria,Especialista,FR,21,108932
2166,F,48,Doctorado,Supervisor,BR,14,64740
2167,M,22,Secundaria,Especialista,BR,30,55968
2168,M,34,Preparatoria,Supervisor,FR,38,97500
2169,F,32,Doctorado,Supervisor,MX,34,97175
2170,M,43,Doctorado,Supervisor,ES,12,43857
2171,M,29,Doctorado,Director,ES,8,55992
2172,F,25,Secundaria,Director,ES,19,46831
2173,F,27,Doctorado,Asistente,ES,16,67611
2174,F,23,Doctorado,Supervisor,BR,14,110631
2175,M,35,Preparatoria,Asistente,US,39,72669
2176,F,59,Maestría,Director,BR,22,117074
2177,F,29,Doctorado,Analista,DE,12,57049
2178,F,38,Secundaria,Gerente,BR,32,100707
2179,M,20,Secundaria,Supervisor,US,24,95800
2180,F,41,Doctorado,Supervisor,FR,16,51632
2181,F,27,Preparatoria,Director,DE,26,66969
2182,F,39,Secundaria,Gerente,US,31,97868
2183,M,48,Licenciatura,Asistente,DE,18,65378
2184,F,50,Preparatoria,Asistente,BR,37,59967
2185,M,21,Preparatoria,Gerente,ES,30,79771
2186,F,41,Doctorado,Asistente,BR,35,41011
2187,M,33,Maestría,Supervisor,MX,22,89107
2188,M,54,Secundaria,Supervisor,DE,10,119999
2189,M,33,Doctorado,Director,FR,17,109489
2190,F,33,Doctorado,Especialista,MX,39,85689
2191,M,54,Licenciatura,Especialista,DE,5,89631
2192,F,53,Maestría,Especialista,BR,17,53687
2193,M,36,Doctorado,Supervisor,FR,8,46176
2194,F,55,Secundaria,Especialista,ES,25,76522
2195,F,50,Maestría,Director,MX,36,62990
2196,F,59,Secundaria,Especialista,US,26,57392
2197,M,29,Licenciatura,Asistente,DE,1,27563
2198,M,21,Maestría,Analista,FR,5,99847
2199,M,44,Preparatoria,Analista,ES,13,68597
2200,F,57,Maestría,Analista,ES,17,59214
2201,F,53,Secundaria,Analista,ES,32,58278
2202,F,22,Doctorado,Especialista,ES,30,100708
2203,F,36,Licenciatura,Analista,BR,36,90289
2204,M,30,Maestría,Asistente,DE,38,105112
2205,M,23,Licenciatura,Supervisor,BR,18,118780
2206,M,38,Secundaria,Analista,MX,33,40267
2207,M,32,Secundaria,Supervisor,US,37,48653
2208,F,59,Secundaria,Especialista,FR,27,83566
